Date,Yen,10USB,10JPB
2009/1/14,89.28,2.213,1.27
2009/1/15,89.59,2.201,1.216
2009/1/16,90.29,2.304,1.226
2009/1/20,90.19,2.345,1.226
2009/1/21,87.8,2.526,1.234
2009/1/22,88.64,2.594,1.24
2009/1/23,88.72,2.622,1.24
2009/1/26,89.25,2.643,1.231
2009/1/27,88.99,2.519,1.274
2009/1/28,88.87,2.656,1.266
2009/1/29,89.77,2.815,1.275
2009/1/30,89.83,2.844,1.297
2009/2/2,89.86,2.719,1.299
2009/2/3,89.09,2.842,1.305
2009/2/4,89.53,2.914,1.355
2009/2/5,91.01,2.898,1.341
2009/2/6,91.95,2.979,1.341
2009/2/9,91.47,3.027,1.316
2009/2/10,90.65,2.847,1.313
2009/2/12,90.55,2.727,1.264
2009/2/13,91.84,2.882,1.265
2009/2/17,92.17,2.662,1.288
2009/2/18,93.81,2.728,1.261
2009/2/19,94.09,2.857,1.268
2009/2/20,93.87,2.772,1.284
2009/2/23,94.63,2.777,1.28
2009/2/24,96.6,2.799,1.274
2009/2/25,97.33,2.945,1.309
2009/2/26,98.55,2.978,1.284
2009/2/27,97.74,3.041,1.28
2009/3/2,97.17,2.919,1.305
2009/3/3,98.16,2.938,1.295
2009/3/4,99.34,3.011,1.306
2009/3/5,98.32,2.819,1.319
2009/3/6,97.88,2.828,1.3
2009/3/9,98.87,2.886,1.304
2009/3/10,98.39,2.982,1.309
2009/3/11,97.74,2.916,1.321
2009/3/12,97.86,2.892,1.318
2009/3/13,98.04,2.885,1.324
2009/3/16,98.17,2.951,1.305
2009/3/17,98.85,3.003,1.31
2009/3/18,98.08,2.533,1.309
2009/3/19,93.85,2.597,1.268
2009/3/20,96.18,2.625,1.27
2009/3/23,97.3,2.66,1.271
2009/3/24,97.86,2.654,1.269
2009/3/25,97.7,2.772,1.294
2009/3/26,98.47,2.733,1.324
2009/3/27,97.99,2.761,1.334
2009/3/30,97.44,2.714,1.339
2009/3/31,99.15,2.685,1.353
2009/4/1,98.93,2.658,1.35
2009/4/2,99.48,2.752,1.378
2009/4/3,99.94,2.907,1.425
2009/4/6,100.65,2.939,1.465
2009/4/7,100.71,2.909,1.439
2009/4/8,99.95,2.847,1.464
2009/4/9,100.43,2.926,1.484
2009/4/13,100.12,2.845,1.461
2009/4/14,99.08,2.786,1.468
2009/4/15,99.37,2.759,1.44
2009/4/16,99.29,2.83,1.46
2009/4/17,99.21,2.93,1.454
2009/4/20,98.29,2.843,1.478
2009/4/21,98.6,2.902,1.463
2009/4/22,98.14,2.964,1.442
2009/4/23,97.88,2.927,1.435
2009/4/24,97.08,2.996,1.434
2009/4/27,96.57,2.921,1.463
2009/4/28,96.49,3.002,1.419
2009/4/29,96.97,3.096,1.419
2009/4/30,98.76,3.124,1.432
2009/5/1,99.24,3.174,1.406
2009/5/4,99.12,3.157,1.418
2009/5/5,98.76,3.157,1.418
2009/5/6,98.6,3.152,1.405
2009/5/7,99,3.295,1.422
2009/5/8,99.01,3.293,1.455
2009/5/11,97.45,3.18,1.464
2009/5/12,96.59,3.175,1.455
2009/5/13,95.75,3.105,1.458
2009/5/14,95.62,3.107,1.435
2009/5/15,94.89,3.123,1.432
2009/5/18,96.05,3.211,1.411
2009/5/19,96.1,3.243,1.427
2009/5/20,95.16,3.202,1.429
2009/5/21,94.97,3.353,1.435
2009/5/22,94.45,3.448,1.438
2009/5/26,94.81,3.493,1.448
2009/5/27,95.01,3.695,1.478
2009/5/28,96.76,3.672,1.488
2009/5/29,95.55,3.465,1.49
2009/6/1,96.53,3.715,1.491
2009/6/2,95.72,3.644,1.524
2009/6/3,95.72,3.551,1.554
2009/6/4,96.37,3.716,1.514
2009/6/5,98.18,3.862,1.503
2009/6/8,98.56,3.889,1.521
2009/6/9,97.6,3.858,1.534
2009/6/10,98.13,3.936,1.547
2009/6/11,97.83,3.862,1.563
2009/6/12,98.17,3.788,1.521
2009/6/15,98.03,3.713,1.513
2009/6/16,96.26,3.674,1.473
2009/6/17,95.65,3.647,1.47
2009/6/18,96.36,3.834,1.461
2009/6/19,96.15,3.789,1.452
2009/6/22,95.9,3.693,1.464
2009/6/23,95.32,3.64,1.416
2009/6/24,95.38,3.685,1.389
2009/6/25,96.21,3.546,1.391
2009/6/26,95.19,3.506,1.404
2009/6/29,95.84,3.492,1.394
2009/6/30,96.42,3.523,1.359
2009/7/1,96.41,3.544,1.35
2009/7/2,95.9,3.495,1.358
2009/7/6,95,3.506,1.311
2009/7/7,95.11,3.46,1.315
2009/7/8,92.9,3.289,1.295
2009/7/9,92.79,3.413,1.301
2009/7/10,92.33,3.295,1.305
2009/7/13,92.74,3.346,1.309
2009/7/14,93.03,3.447,1.344
2009/7/15,94.09,3.596,1.339
2009/7/16,93.59,3.557,1.344
2009/7/17,94.08,3.651,1.325
2009/7/21,93.36,3.477,1.37
2009/7/22,93.77,3.554,1.391
2009/7/23,94.75,3.709,1.391
2009/7/24,94.86,3.67,1.383
2009/7/27,95.32,3.713,1.397
2009/7/28,94.6,3.688,1.396
2009/7/29,95.13,3.664,1.382
2009/7/30,95.67,3.641,1.396
2009/7/31,94.54,3.501,1.419
2009/8/3,95.23,3.639,1.445
2009/8/4,95.41,3.679,1.459
2009/8/5,94.98,3.764,1.44
2009/8/6,95.56,3.746,1.445
2009/8/7,97.65,3.854,1.44
2009/8/10,97.23,3.771,1.464
2009/8/11,95.94,3.693,1.455
2009/8/12,96.16,3.701,1.425
2009/8/13,95.46,3.591,1.416
2009/8/14,94.64,3.558,1.385
2009/8/17,94.33,3.491,1.35
2009/8/18,94.72,3.526,1.35
2009/8/19,93.87,3.463,1.349
2009/8/20,94.12,3.435,1.35
2009/8/21,94.6,3.556,1.315
2009/8/24,94.47,3.494,1.33
2009/8/25,94.28,3.45,1.33
2009/8/26,94.25,3.438,1.316
2009/8/27,93.57,3.462,1.305
2009/8/28,93.55,3.451,1.315
2009/8/31,92.82,3.401,1.31
2009/9/1,93.09,3.375,1.295
2009/9/2,92.43,3.295,1.318
2009/9/3,92.54,3.328,1.31
2009/9/4,92.75,3.442,1.331
2009/9/8,92.21,3.469,1.335
2009/9/9,91.85,3.479,1.333
2009/9/10,91.86,3.342,1.33
2009/9/11,90.3,3.343,1.31
2009/9/14,90.85,3.406,1.3
2009/9/15,90.95,3.452,1.321
2009/9/16,91,3.471,1.329
2009/9/17,91.15,3.398,1.348
2009/9/18,91.31,3.474,1.348
2009/9/21,91.87,3.487,1.35
2009/9/22,91.08,3.456,1.35
2009/9/23,91.45,3.418,1.35
2009/9/24,91.16,3.381,1.328
2009/9/25,89.83,3.329,1.318
2009/9/28,89.34,3.302,1.29
2009/9/29,90.26,3.292,1.29
2009/9/30,89.49,3.307,1.301
2009/10/1,89.73,3.194,1.3
2009/10/2,89.62,3.221,1.26
2009/10/5,89.56,3.224,1.269
2009/10/6,88.77,3.248,1.25
2009/10/7,88.76,3.175,1.27
2009/10/8,88.44,3.255,1.27
2009/10/9,89.69,3.384,1.29
2009/10/13,89.71,3.312,1.305
2009/10/14,89.44,3.423,1.305
2009/10/15,90.39,3.47,1.32
2009/10/16,90.73,3.417,1.335
2009/10/19,90.72,3.395,1.345
2009/10/20,90.83,3.337,1.359
2009/10/21,91.04,3.411,1.356
2009/10/22,91.42,3.421,1.371
2009/10/23,91.88,3.475,1.369
2009/10/26,91.96,3.554,1.404
2009/10/27,92.04,3.462,1.41
2009/10/28,91.07,3.411,1.43
2009/10/29,91.41,3.501,1.414
2009/10/30,90.5,3.392,1.415
2009/11/2,90.56,3.422,1.385
2009/11/4,90.96,3.546,1.41
2009/11/5,90.45,3.533,1.45
2009/11/6,89.86,3.503,1.454
2009/11/9,89.92,3.486,1.478
2009/11/10,89.82,3.482,1.475
2009/11/12,90.4,3.446,1.38
2009/11/13,89.55,3.429,1.345
2009/11/16,89.28,3.331,1.34
2009/11/17,89.41,3.319,1.311
2009/11/18,89.36,3.366,1.305
2009/11/19,88.95,3.349,1.306
2009/11/20,88.9,3.356,1.313
2009/11/23,89.14,3.364,1.315
2009/11/24,88.58,3.317,1.3
2009/11/25,87.65,3.279,1.305
2009/11/27,86.87,3.212,1.256
2009/11/30,86.12,3.201,1.266
2009/12/1,86.62,3.275,1.202
2009/12/2,87.13,3.323,1.255
2009/12/3,88.2,3.38,1.271
2009/12/4,89.87,3.483,1.295
2009/12/7,89.44,3.448,1.291
2009/12/8,88.41,3.392,1.275
2009/12/9,87.83,3.423,1.245
2009/12/10,88.2,3.482,1.251
2009/12/11,89.23,3.54,1.288
2009/12/14,88.65,3.546,1.308
2009/12/15,89.91,3.603,1.289
2009/12/16,89.52,3.596,1.265
2009/12/17,90.35,3.487,1.255
2009/12/18,90.47,3.546,1.236
2009/12/21,90.95,3.682,1.226
2009/12/22,91.67,3.744,1.259
2009/12/23,91.52,3.748,1.26
2009/12/24,91.69,3.807,1.27
2009/12/28,91.57,3.84,1.31
2009/12/29,91.95,3.81,1.305
2009/12/30,92.66,3.78,1.295
2010/1/4,92.55,3.841,1.329
2010/1/5,91.48,3.755,1.335
2010/1/6,92.53,3.808,1.341
2010/1/7,93.31,3.822,1.35
2010/1/8,92.7,3.81,1.365
2010/1/12,90.95,3.732,1.36
2010/1/13,91.38,3.78,1.336
2010/1/14,91.03,3.73,1.341
2010/1/15,90.79,3.676,1.33
2010/1/19,91.13,3.707,1.335
2010/1/20,91.23,3.659,1.339
2010/1/21,90.25,3.611,1.349
2010/1/22,90.07,3.598,1.33
2010/1/25,90.12,3.63,1.345
2010/1/26,89.63,3.63,1.325
2010/1/27,89.41,3.644,1.315
2010/1/28,90.08,3.658,1.319
2010/1/29,90.38,3.609,1.325
2010/2/1,90.8,3.654,1.34
2010/2/2,90.39,3.635,1.355
2010/2/3,91.11,3.703,1.364
2010/2/4,89.11,3.61,1.385
2010/2/5,89.25,3.546,1.374
2010/2/8,89.32,3.592,1.365
2010/2/9,89.45,3.633,1.346
2010/2/10,89.88,3.694,1.335
2010/2/12,90,3.693,1.335
2010/2/16,90.46,3.664,1.33
2010/2/17,90.79,3.742,1.331
2010/2/18,91.43,3.803,1.325
2010/2/19,91.94,3.782,1.34
2010/2/22,91.11,3.799,1.351
2010/2/23,90.04,3.691,1.34
2010/2/24,90.06,3.695,1.329
2010/2/25,88.85,3.642,1.305
2010/2/26,88.84,3.595,1.305
2010/3/1,89.28,3.606,1.315
2010/3/2,88.95,3.614,1.304
2010/3/3,88.43,3.625,1.34
2010/3/4,89.02,3.606,1.335
2010/3/5,90.32,3.682,1.315
2010/3/8,90.3,3.708,1.325
2010/3/9,89.89,3.701,1.313
2010/3/10,90.62,3.72,1.31
2010/3/11,90.6,3.72,1.325
2010/3/12,90.46,3.71,1.349
2010/3/15,90.45,3.704,1.349
2010/3/16,90.43,3.653,1.35
2010/3/17,90.42,3.642,1.355
2010/3/18,90.46,3.672,1.374
2010/3/19,90.5,3.687,1.37
2010/3/23,90.24,3.68,1.355
2010/3/24,91.89,3.829,1.346
2010/3/25,92.69,3.901,1.369
2010/3/26,92.56,3.855,1.385
2010/3/29,92.65,3.864,1.408
2010/3/30,92.89,3.868,1.4
2010/3/31,93.4,3.833,1.4
2010/4/1,93.83,3.859,1.364
2010/4/5,94.28,3.994,1.39
2010/4/6,93.81,3.97,1.405
2010/4/7,93.59,3.863,1.406
2010/4/8,93.16,3.896,1.39
2010/4/9,93.28,3.888,1.39
2010/4/12,93.21,3.846,1.405
2010/4/13,92.78,3.811,1.385
2010/4/14,93.01,3.855,1.375
2010/4/15,93.04,3.848,1.37
2010/4/16,92.03,3.77,1.35
2010/4/19,92.18,3.807,1.321
2010/4/20,93.28,3.805,1.33
2010/4/21,93.24,3.738,1.34
2010/4/22,93.01,3.772,1.321
2010/4/23,94.18,3.817,1.32
2010/4/26,94.06,3.815,1.33
2010/4/27,93.01,3.69,1.315
2010/4/28,94.07,3.773,1.292
2010/4/29,94.16,3.728,1.289
2010/4/30,94.24,3.663,1.29
2010/5/3,94.68,3.705,1.289
2010/5/4,94.58,3.613,1.29
2010/5/6,92.22,3.398,1.279
2010/5/7,91.67,3.429,1.284
2010/5/10,93.39,3.539,1.314
2010/5/11,92.83,3.535,1.32
2010/5/12,92.93,3.567,1.307
2010/5/13,92.7,3.564,1.316
2010/5/14,91.94,3.442,1.305
2010/5/17,92.08,3.472,1.29
2010/5/18,92.52,3.376,1.305
2010/5/19,91.16,3.359,1.295
2010/5/20,90.07,3.264,1.265
2010/5/21,90.21,3.2,1.245
2010/5/24,90.49,3.227,1.259
2010/5/25,89.89,3.158,1.221
2010/5/26,90.28,3.218,1.215
2010/5/27,90.71,3.338,1.255
2010/5/28,90.81,3.301,1.259
2010/6/1,91.16,3.296,1.254
2010/6/2,92.21,3.334,1.275
2010/6/3,92.33,3.379,1.285
2010/6/4,91.83,3.195,1.275
2010/6/7,92,3.184,1.231
2010/6/8,91.3,3.168,1.239
2010/6/9,91.54,3.187,1.21
2010/6/10,91.04,3.319,1.211
2010/6/11,91.72,3.216,1.237
2010/6/14,91.8,3.275,1.239
2010/6/15,91.25,3.31,1.235
2010/6/16,91.39,3.282,1.245
2010/6/17,90.92,3.19,1.23
2010/6/18,90.79,3.223,1.206
2010/6/21,91.18,3.243,1.223
2010/6/22,90.59,3.166,1.195
2010/6/23,89.82,3.115,1.175
2010/6/24,89.4,3.123,1.148
2010/6/25,89.35,3.113,1.15
2010/6/28,89.23,3.032,1.159
2010/6/29,88.39,2.967,1.118
2010/6/30,88.49,2.951,1.091
2010/7/1,87.42,2.927,1.069
2010/7/2,87.69,2.979,1.103
2010/7/6,87.55,2.932,1.135
2010/7/7,87.16,2.98,1.147
2010/7/8,88.44,3.02,1.149
2010/7/9,88.48,3.056,1.164
2010/7/12,88.53,3.046,1.13
2010/7/13,88.24,3.114,1.135
2010/7/14,88.59,3.05,1.149
2010/7/15,87.41,2.978,1.09
2010/7/16,86.4,2.939,1.095
2010/7/20,87.22,2.932,1.1
2010/7/21,87.3,2.892,1.095
2010/7/22,87,2.932,1.065
2010/7/23,87.31,2.994,1.075
2010/7/26,87.2,2.994,1.071
2010/7/27,87.88,3.047,1.06
2010/7/28,87.62,3.001,1.095
2010/7/29,86.87,2.999,1.086
2010/7/30,86.43,2.907,1.074
2010/8/2,86.42,2.963,1.055
2010/8/3,85.88,2.914,1.044
2010/8/4,86.26,2.952,1.005
2010/8/5,85.83,2.915,1.04
2010/8/6,85.25,2.824,1.064
2010/8/9,85.88,2.822,1.025
2010/8/10,85.88,2.781,1.04
2010/8/11,85.36,2.685,1.019
2010/8/12,85.83,2.735,1.009
2010/8/13,86.2,2.688,0.99
2010/8/16,85.33,2.575,0.955
2010/8/17,85.51,2.645,0.946
2010/8/18,85.31,2.641,0.924
2010/8/19,85.27,2.579,0.94
2010/8/20,85.63,2.612,0.935
2010/8/23,85.16,2.607,0.945
2010/8/24,84.16,2.499,0.929
2010/8/25,84.56,2.538,0.911
2010/8/26,84.61,2.499,0.945
2010/8/27,85.1,2.652,1.009
2010/8/30,84.67,2.545,1.029
2010/8/31,84.1,2.477,0.971
2010/9/1,84.48,2.582,1.03
2010/9/2,84.15,2.628,1.119
2010/9/3,84.45,2.706,1.147
2010/9/7,83.75,2.609,1.15
2010/9/8,83.85,2.654,1.135
2010/9/9,83.83,2.761,1.13
2010/9/10,84.13,2.795,1.161
2010/9/13,83.53,2.741,1.155
2010/9/14,83.05,2.666,1.136
2010/9/15,85.63,2.723,1.051
2010/9/16,85.72,2.759,1.05
2010/9/17,85.77,2.746,1.076
2010/9/21,85.36,2.594,1.056
2010/9/22,84.37,2.548,1.033
2010/9/23,84.32,2.555,1.035
2010/9/24,84.24,2.612,1.007
2010/9/27,84.17,2.517,1.004
2010/9/28,83.82,2.456,0.97
2010/9/29,83.61,2.506,0.93
2010/9/30,83.53,2.517,0.94
2010/10/1,83.3,2.526,0.965
2010/10/4,83.33,2.479,0.947
2010/10/5,83.17,2.474,0.918
2010/10/6,82.8,2.399,0.845
2010/10/7,82.35,2.396,0.869
2010/10/8,81.86,2.381,0.873
2010/10/12,81.74,2.422,0.86
2010/10/13,81.81,2.431,0.884
2010/10/14,81.44,2.495,0.885
2010/10/15,81.32,2.576,0.885
2010/10/18,81.16,2.491,0.88
2010/10/19,81.6,2.475,0.89
2010/10/20,81.14,2.47,0.9
2010/10/21,81.16,2.531,0.891
2010/10/22,81.48,2.563,0.896
2010/10/25,80.61,2.554,0.903
2010/10/26,81.28,2.636,0.91
2010/10/27,81.55,2.712,0.955
2010/10/28,80.99,2.661,0.915
2010/10/29,80.48,2.612,0.939
2010/11/1,80.66,2.628,0.955
2010/11/2,80.8,2.594,0.949
2010/11/3,81.41,2.62,0.95
2010/11/4,80.61,2.482,0.925
2010/11/5,81.35,2.54,0.936
2010/11/8,81.14,2.563,0.964
2010/11/9,81.15,2.66,0.98
2010/11/10,82.53,2.65,1
2010/11/12,82.44,2.76,1.003
2010/11/15,82.9,2.911,1.055
2010/11/16,83.41,2.954,1.036
2010/11/17,83.15,2.86,1.065
2010/11/18,83.64,2.902,1.115
2010/11/19,83.49,2.875,1.071
2010/11/22,83.46,2.827,1.134
2010/11/23,82.86,2.733,1.135
2010/11/24,83.38,2.914,1.134
2010/11/26,84.08,2.864,1.195
2010/11/29,84.34,2.822,1.183
2010/11/30,83.56,2.797,1.194
2010/12/1,84,2.964,1.154
2010/12/2,83.53,3,1.21
2010/12/3,82.73,3.017,1.215
2010/12/6,82.7,2.941,1.165
2010/12/7,83.04,3.165,1.178
2010/12/8,84.16,3.236,1.25
2010/12/9,83.85,3.223,1.267
2010/12/10,83.87,3.296,1.205
2010/12/13,83.57,3.283,1.256
2010/12/14,83.52,3.455,1.255
2010/12/15,84.04,3.52,1.265
2010/12/16,84.23,3.477,1.279
2010/12/17,84.15,3.33,1.201
2010/12/20,83.72,3.349,1.19
2010/12/21,83.76,3.326,1.183
2010/12/22,83.56,3.346,1.149
2010/12/27,82.91,3.351,1.17
2010/12/28,82.21,3.481,1.141
2010/12/29,81.9,3.341,1.169
2010/12/30,81.67,3.369,1.128
2011/1/3,81.56,3.342,1.13
2011/1/4,81.96,3.346,1.17
2011/1/5,83.22,3.483,1.164
2011/1/6,83.15,3.419,1.221
2011/1/7,83.04,3.328,1.205
2011/1/11,83.36,3.341,1.195
2011/1/12,83.29,3.355,1.18
2011/1/13,82.72,3.301,1.195
2011/1/14,82.99,3.333,1.205
2011/1/18,82.66,3.364,1.23
2011/1/19,82.03,3.337,1.269
2011/1/20,83.02,3.459,1.214
2011/1/21,82.63,3.416,1.218
2011/1/24,82.44,3.408,1.239
2011/1/25,82.35,3.319,1.259
2011/1/26,82.27,3.428,1.24
2011/1/27,83.03,3.385,1.235
2011/1/28,82.03,3.329,1.224
2011/1/31,81.97,3.378,1.219
2011/2/1,81.48,3.443,1.236
2011/2/2,81.82,3.489,1.231
2011/2/3,81.48,3.541,1.246
2011/2/4,81.99,3.652,1.29
2011/2/7,82.4,3.644,1.295
2011/2/8,81.92,3.725,1.324
2011/2/9,82.47,3.642,1.339
2011/2/10,83.11,3.708,1.314
2011/2/11,83.52,3.646,1.315
2011/2/14,83.32,3.614,1.314
2011/2/15,83.79,3.616,1.309
2011/2/16,83.73,3.621,1.355
2011/2/17,83.25,3.574,1.345
2011/2/18,83.22,3.589,1.309
2011/2/22,82.94,3.461,1.284
2011/2/23,82.39,3.487,1.255
2011/2/24,81.67,3.438,1.235
2011/2/25,81.76,3.425,1.253
2011/2/28,81.94,3.414,1.264
2011/3/1,81.86,3.414,1.285
2011/3/2,81.62,3.464,1.275
2011/3/3,82.41,3.572,1.299
2011/3/4,82.35,3.492,1.305
2011/3/7,82.12,3.497,1.283
2011/3/8,82.69,3.544,1.3
2011/3/9,82.78,3.469,1.305
2011/3/10,82.98,3.393,1.31
2011/3/11,81.77,3.393,1.255
2011/3/14,81.65,3.347,1.213
2011/3/15,80.82,3.323,1.221
2011/3/16,80.17,3.212,1.229
2011/3/17,78.74,3.248,1.211
2011/3/18,81.14,3.277,1.215
2011/3/22,81,3.332,1.255
2011/3/23,80.94,3.33,1.225
2011/3/24,80.82,3.404,1.214
2011/3/25,81.12,3.444,1.225
2011/3/28,81.67,3.439,1.246
2011/3/29,82.38,3.491,1.235
2011/3/30,82.98,3.455,1.25
2011/3/31,82.76,3.454,1.26
2011/4/1,84.05,3.451,1.285
2011/4/4,83.98,3.42,1.301
2011/4/5,84.65,3.474,1.28
2011/4/6,85.26,3.545,1.301
2011/4/7,84.98,3.555,1.316
2011/4/8,84.99,3.6,1.325
2011/4/11,84.58,3.583,1.329
2011/4/12,83.79,3.498,1.338
2011/4/13,83.59,3.466,1.324
2011/4/14,83.23,3.485,1.298
2011/4/15,83.13,3.41,1.291
2011/4/18,82.43,3.371,1.26
2011/4/19,82.41,3.356,1.245
2011/4/20,82.58,3.4,1.235
2011/4/21,81.81,3.4,1.235
2011/4/25,81.93,3.363,1.234
2011/4/26,81.93,3.32,1.224
2011/4/27,82.6,3.368,1.22
2011/4/28,81.57,3.312,1.21
2011/5/2,81.23,3.286,1.21
2011/5/3,81.02,3.255,1.209
2011/5/4,80.69,3.223,1.209
2011/5/5,80.12,3.168,1.209
2011/5/6,80.51,3.157,1.146
2011/5/9,80.66,3.142,1.15
2011/5/10,80.75,3.195,1.141
2011/5/11,80.78,3.157,1.132
2011/5/12,80.75,3.23,1.125
2011/5/13,80.76,3.187,1.126
2011/5/16,80.82,3.149,1.14
2011/5/17,81.39,3.121,1.16
2011/5/18,81.37,3.171,1.16
2011/5/19,81.78,3.171,1.155
2011/5/20,81.64,3.152,1.13
2011/5/23,81.81,3.134,1.135
2011/5/24,82.12,3.123,1.135
2011/5/25,81.96,3.129,1.125
2011/5/26,81.44,3.061,1.15
2011/5/27,80.75,3.064,1.13
2011/5/31,81.29,3.05,1.165
2011/6/1,80.82,2.966,1.155
2011/6/2,80.98,3.03,1.115
2011/6/3,80.38,2.997,1.14
2011/6/6,80.19,3.002,1.155
2011/6/7,80.21,3.011,1.165
2011/6/8,79.87,2.962,1.16
2011/6/9,80.07,2.998,1.135
2011/6/10,80.26,2.971,1.14
2011/6/13,80.16,2.991,1.145
2011/6/14,80.5,3.099,1.155
2011/6/15,80.71,2.973,1.165
2011/6/16,80.7,2.909,1.12
2011/6/17,80.1,2.944,1.12
2011/6/20,80.26,2.963,1.125
2011/6/21,80.15,2.985,1.13
2011/6/22,80.06,2.993,1.12
2011/6/23,80.45,2.909,1.115
2011/6/24,80.32,2.871,1.11
2011/6/27,80.89,2.927,1.1
2011/6/28,80.85,3.045,1.09
2011/6/29,80.8,3.108,1.125
2011/6/30,80.64,3.158,1.14
2011/7/1,80.81,3.197,1.14
2011/7/5,81.14,3.136,1.172
2011/7/6,80.9,3.095,1.182
2011/7/7,81.26,3.149,1.178
2011/7/8,80.64,3.016,1.178
2011/7/11,80.37,2.917,1.145
2011/7/12,79.53,2.908,1.11
2011/7/13,78.99,2.891,1.113
2011/7/14,79.11,2.944,1.078
2011/7/15,79.03,2.908,1.092
2011/7/19,78.91,2.891,1.074
2011/7/20,78.76,2.933,1.085
2011/7/21,78.47,3.01,1.098
2011/7/22,78.44,2.964,1.104
2011/7/25,78.31,3.004,1.095
2011/7/26,78.04,2.951,1.098
2011/7/27,77.99,2.98,1.088
2011/7/28,77.87,2.951,1.078
2011/7/29,77.18,2.805,1.082
2011/8/1,76.87,2.74,1.079
2011/8/2,77.13,2.624,1.048
2011/8/3,76.87,2.599,1.018
2011/8/4,79.01,2.458,1.023
2011/8/5,78.48,2.558,1.007
2011/8/8,77.53,2.339,1.013
2011/8/9,77.16,2.182,1.052
2011/8/10,76.41,2.137,1.043
2011/8/11,76.68,2.336,1.042
2011/8/12,76.79,2.237,1.049
2011/8/15,76.73,2.285,1.045
2011/8/16,76.76,2.214,1.043
2011/8/17,76.46,2.165,1.026
2011/8/18,76.52,2.083,0.997
2011/8/19,76.46,2.071,0.99
2011/8/22,76.77,2.088,0.987
2011/8/23,76.59,2.137,1.014
2011/8/24,76.78,2.26,1.017
2011/8/25,77.38,2.222,1.042
2011/8/26,76.62,2.188,1.043
2011/8/29,76.96,2.271,1.02
2011/8/30,76.75,2.176,1.024
2011/8/31,76.5,2.218,1.034
2011/9/1,76.81,2.146,1.052
2011/9/2,76.79,1.996,1.031
2011/9/6,77.48,1.979,0.987
2011/9/7,77.39,2.036,1.009
2011/9/8,77.43,1.986,1.018
2011/9/9,77.31,1.915,1.005
2011/9/12,77.15,1.93,1.003
2011/9/13,76.88,1.994,1.007
2011/9/14,76.71,2.011,0.997
2011/9/15,76.7,2.085,0.998
2011/9/16,76.89,2.076,1.013
2011/9/20,76.52,1.947,0.996
2011/9/21,76.38,1.875,0.992
2011/9/22,76.31,1.715,0.987
2011/9/26,76.35,1.904,0.981
2011/9/27,76.6,2.016,1.003
2011/9/28,76.51,2.002,1.004
2011/9/29,76.68,1.957,1
2011/9/30,77.04,1.924,1.032
2011/10/3,76.66,1.785,1.027
2011/10/4,76.86,1.781,0.992
2011/10/5,76.86,1.905,0.968
2011/10/6,76.64,1.986,0.978
2011/10/7,76.77,2.068,0.988
2011/10/11,76.66,2.16,0.999
2011/10/12,77.3,2.226,1.004
2011/10/13,76.88,2.169,1.023
2011/10/14,77.36,2.232,1.019
2011/10/17,76.8,2.155,1.028
2011/10/18,76.75,2.151,1.026
2011/10/19,76.79,2.159,1.022
2011/10/20,76.91,2.18,1.01
2011/10/21,76.1,2.203,1.01
2011/10/24,76.1,2.234,1.026
2011/10/25,75.88,2.128,1.023
2011/10/26,76.05,2.203,0.999
2011/10/27,75.8,2.395,1.012
2011/10/28,75.72,2.306,1.044
2011/10/31,77.97,2.175,1.047
2011/11/1,78.28,2.001,1.028
2011/11/2,78.04,2.006,0.998
2011/11/4,78.17,2.05,0.993
2011/11/7,78.06,1.99,0.996
2011/11/8,77.79,2.07,0.981
2011/11/9,77.77,1.955,0.982
2011/11/10,77.58,2.056,0.973
2011/11/14,77.02,2.043,0.979
2011/11/15,76.99,2.057,0.973
2011/11/16,77.02,2.024,0.953
2011/11/17,76.98,1.958,0.962
2011/11/18,76.93,2.012,0.949
2011/11/21,76.97,1.96,0.96
2011/11/22,77.07,1.939,0.968
2011/11/25,77.66,1.967,1.028
2011/11/28,78.05,1.96,1.058
2011/11/29,77.86,1.996,1.062
2011/11/30,77.58,2.068,1.072
2011/12/1,77.6,2.117,1.065
2011/12/2,77.88,2.042,1.044
2011/12/5,77.77,2.054,1.054
2011/12/6,77.73,2.093,1.045
2011/12/7,77.69,2.017,1.045
2011/12/8,77.67,1.972,1.043
2011/12/9,77.58,2.052,1.021
2011/12/12,77.87,2.009,1.024
2011/12/13,77.86,1.962,1.005
2011/12/14,78.08,1.901,1
2011/12/15,77.87,1.913,0.982
2011/12/16,77.65,1.854,0.986
2011/12/19,77.96,1.813,0.973
2011/12/20,77.76,1.925,0.979
2011/12/21,78,1.97,0.98
2011/12/22,78.13,1.951,0.978
2011/12/27,77.83,2.009,0.984
2011/12/28,77.98,1.908,0.998
2011/12/29,77.71,1.897,0.999
2011/12/30,76.98,1.871,0.988
2012/1/4,76.68,1.993,0.991
2012/1/5,77.18,1.993,0.985
2012/1/6,77.06,1.961,0.981
2012/1/10,76.84,1.972,0.98
2012/1/11,76.9,1.904,0.969
2012/1/12,76.76,1.933,0.961
2012/1/13,76.9,1.853,0.947
2012/1/17,76.8,1.85,0.969
2012/1/18,76.81,1.897,0.974
2012/1/19,77.23,1.972,0.973
2012/1/20,76.97,2.028,0.987
2012/1/23,76.92,2.067,1.001
2012/1/24,77.78,2.064,1.01
2012/1/25,78.13,2.007,1.006
2012/1/26,77.47,1.931,0.985
2012/1/27,76.68,1.898,0.97
