Date,Toyota,Honda,Nikkei,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2025/8/7,2680,1545.5,41059.15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2025/8/8,2773,1606.5,41820.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/12,2855,1648.5,42718.17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/13,2875,1644,43274.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/14,2805,1623.5,42649.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2025/8/15,2854,1637.5,43378.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/18,2903,1663,43714.31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/19,2925,1669,43546.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/20,2937,1702.5,42888.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/21,2904,1669.5,42610.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2025/8/22,2943,1679,42633.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/25,2940,1696,42807.82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/26,2898.5,1667,42394.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/27,2904.5,1659,42520.27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025/8/28,2919,1663.5,42828.79,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2025/8/29,2873,1642,42718.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025/9/1,2858.5,1669,42188.79,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/2,2869,1670.5,42310.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/3,2851.5,1656,41938.89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/4,2905,1674,42580.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025/9/5,2962.5,1693,43018.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/8,2970,1694,43643.81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/9,2949,1697.5,43459.29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/10,2913.5,1666,43837.67,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/11,2886.5,1650.5,44372.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025/9/12,2889,1649.5,44768.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/16,2934.5,1661,44902.27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/17,2950.5,1657,44790.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/18,2940.5,1640,45303.43,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025/9/19,2923,1631,45045.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/22,2964,1661.5,45493.66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/24,2929.5,1644,45630.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/25,2961.5,1660,45754.93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025/9/26,2969.5,1650,45354.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/29,2870,1564,45043.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/9/30,2849.5,1531,44932.63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/10/1,2821.5,1511.5,44550.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/2,2805,1503.5,44936.73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025/10/3,2839.5,1524.5,45769.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/6,2974,1589,47944.76,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/7,3023,1597,47950.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/8,3009,1596,47734.99,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/9,2947.5,1573.5,48580.44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025/10/10,2898.5,1556,48088.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/14,2871.5,1540.5,46847.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/15,2913.5,1543.5,47672.67,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/16,2954.5,1547.5,48277.74,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025/10/17,2933.5,1517.5,47582.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/20,3003,1565,49185.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/21,3005,1552.5,49316.06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/22,3104,1620,49307.79,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/23,3091,1596,48641.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025/10/24,3127,1594.5,49299.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/27,3218,1619,50512.32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/28,3171,1596.5,50219.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/29,3146,1583.5,51307.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2025/10/30,3185,1594.5,51325.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025/10/31,3138,1560,52411.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/11/4,3155,1590,51497.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/5,3040,1561,50212.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/6,3139,1557,50883.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025/11/7,3118,1585,50276.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/10,3131,1511,50911.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/11,3147,1523.5,50842.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/12,3190,1544.5,51063.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/13,3198,1565,51281.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025/11/14,3180,1556.5,50376.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/17,3119,1517,50323.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/18,3029,1491.5,48702.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/19,3037,1513,48537.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/20,3044,1514,49823.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025/11/21,3097,1538.5,48625.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/25,3077,1541.5,48659.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/26,3141,1570,49559.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025/11/27,3138,1557.5,50167.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025/11/28,3133,1572,50253.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/12/1,3082,1535,49303.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/2,3045,1515,49303.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/3,3005,1503.5,49864.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/4,3103,1547.5,51028.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025/12/5,3032,1520,50491.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/8,3060,1528.5,50581.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/9,3066,1525,50655.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/10,3116,1575.5,50602.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/11,3110,1572,50148.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025/12/12,3260,1600,50836.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/15,3350,1609.5,50168.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/16,3330,1585,49383.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/17,3349,1583,49512.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/18,3363,1543,49001.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025/12/19,3424,1557,49507.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/22,3455,1582,50402.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/23,3415,1564,50412.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/24,3353,1553.5,50344.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/25,3374,1559.5,50407.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025/12/26,3380,1540.5,50750.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/29,3364,1541,50526.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/12/30,3356,1536,50339.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026/1/5,3399,1558,51832.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/6,3429,1565.5,52518.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/7,3335,1532,51961.98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/8,3294,1524.5,51117.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026/1/9,3388,1572,51939.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/13,3641,1603.5,53549.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/14,3622,1631,54341.23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/15,3714,1651,54110.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026/1/16,3670,1635.5,53936.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/19,3623,1627,53583.57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/20,3541,1622,52991.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/21,3552,1607.5,52774.64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/22,3584,1639,53688.89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026/1/23,3624,1616,53846.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/26,3477,1544.5,52885.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/27,3459,1536,53333.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/28,3347,1500,53358.71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026/1/29,3448,1532.5,53375.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026/1/30,3504,1555,53322.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026/2/2,3535,1561.5,52655.18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/3,3594,1578,54720.66,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/4,3725,1612.5,54293.36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/5,3706,1639.5,53818.04,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026/2/6,3780,1692,54253.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/9,3729,1635,56363.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/10,3714,1669.5,57650.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/12,3705,1611,57639.84,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026/2/13,3774,1601,56941.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/16,3666,1555.5,56806.41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/17,3713,1570.5,56566.49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/18,3730,1582.5,57143.84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/19,3774,1581.5,57467.83,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026/2/20,3635,1543,56825.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/24,3656,1543,57321.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/25,3720,1548.5,58583.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2026/2/26,3776,1561,58753.39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026/2/27,3825,1584.5,58850.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026/3/2,3944,1553,58057.24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/3,3702,1491,56279.05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/4,3520,1450.5,54245.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/5,3481,1431.5,55278.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2026/3/6,3515,1462,55620.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/9,3393,1454,52728.72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/10,3473,1466.5,54248.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/11,3510,1466.5,55025.37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2026/3/12,3467,1448.5,54452.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2026/3/13,3370,1368,53819.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
