Date,Toyota,Honda,Nikkei,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2015/1/5,1112.37,959.19,17408.71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/6,1081.7,938.263,16883.19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/7,1097.55,930.657,16885.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/8,1119.32,948.587,17167.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015/1/9,1127.48,959.453,17197.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/13,1114.13,959.19,17087.71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/14,1095.93,963.937,16795.96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/15,1115.18,975.753,17108.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015/1/16,1113.4,975.077,16864.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/19,1106.14,984.583,17014.29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/20,1134.88,990.563,17366.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/21,1124.39,987.977,17280.48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/22,1123.91,992.333,17329.02,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015/1/23,1138.74,1001.16,17511.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/26,1144.69,987.577,17468.52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/27,1159.49,1006.86,17768.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/28,1158.43,991.243,17795.73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015/1/29,1145.27,980.507,17606.22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015/1/30,1132.8,972.9,17674.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/2/2,1135.04,1005.1,17558.04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/3,1118.73,976.297,17335.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/4,1145.11,1002.24,17678.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/5,1134.16,1015.83,17504.62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015/2/6,1129.55,1028.05,17648.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/9,1140.96,1037.97,17711.93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/10,1142.88,1044.08,17652.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/12,1163.33,1056.72,17979.72,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015/2/13,1156.96,1054.68,17913.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/16,1160.1,1069.62,18004.77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/17,1156.08,1068.27,17987.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/18,1179.34,1072.89,18199.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/19,1185.11,1075.33,18264.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015/2/20,1196.97,1077.1,18332.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/23,1204.66,1067.31,18466.92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/24,1215.21,1065.55,18603.48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/25,1204.24,1070.98,18585.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015/2/26,1204.08,1085.65,18785.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015/2/27,1194.76,1073.02,18797.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/3/2,1203.92,1075.06,18826.88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/3,1205.58,1086.74,18815.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/4,1202,1078.72,18703.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/5,1194.76,1079.41,18751.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2015/3/6,1213.57,1105.34,18971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/9,1214.02,1097.75,18790.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/10,1211.81,1109.02,18665.11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/11,1208.83,1099.38,18723.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/12,1223.63,1120.3,18991.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2015/3/13,1223.49,1123.96,19254.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/16,1226.9,1122.87,19246.06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/17,1235.48,1119.89,19437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/18,1254,1121.92,19544.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/19,1258.19,1110.65,19476.56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2015/3/20,1274.02,1118.39,19560.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/23,1295.23,1123.28,19754.36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/24,1287.51,1112.55,19713.45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/25,1288.41,1116.62,19746.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/26,1275.07,1100.45,19471.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2015/3/27,1275.22,1082.39,19285.63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/30,1266.95,1085.39,19411.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/3/31,1260.48,1060.39,19206.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/4/1,1238.36,1052.78,19034.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/2,1259.57,1070.58,19312.79,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015/4/3,1266.95,1085.52,19435.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/6,1252.94,1096.52,19397.98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/7,1264.54,1099.38,19640.54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/8,1258.83,1107.39,19789.81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/9,1258.08,1115,19937.72,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015/4/10,1251.92,1133.33,19907.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/13,1240.17,1104.54,19905.46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/14,1245.73,1116.62,19908.68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/15,1243.94,1126.13,19869.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/16,1249.36,1145.02,19885.77,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015/4/17,1247.55,1148.69,19652.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/20,1242.29,1134.97,19634.49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/21,1270.11,1152.62,19909.09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/22,1272.36,1156.02,20133.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/23,1274.77,1173.68,20187.65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015/4/24,1264.99,1180.74,20020.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/27,1254,1172.73,19983.32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/28,1280.33,1176.53,20058.95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015/4/30,1256.73,1098.01,19520.01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015/5/1,1250.27,1113.77,19531.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/7,1235.08,1110.92,19291.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015/5/8,1244.85,1136.59,19379.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/11,1238.23,1143.93,19620.91,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/12,1245.59,1133.2,19624.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/13,1232.34,1138.63,19764.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/14,1229.8,1137.82,19570.24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015/5/15,1247.39,1135.09,19732.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/18,1255.83,1151,19890.27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/19,1257.64,1135.77,20026.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/20,1263.77,1136.59,20196.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/21,1266.5,1128.85,20202.87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015/5/22,1254.92,1120.43,20264.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/25,1271.89,1135.77,20413.77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/26,1270.72,1136.73,20437.48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/27,1277.48,1143.93,20472.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015/5/28,1298.66,1163.08,20551.46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015/5/29,1293.72,1157.65,20563.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015/6/1,1281.1,1157.11,20569.87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/2,1280.18,1141.21,20543.19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/3,1280.33,1161.73,20473.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/4,1282.13,1157.38,20488.19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015/6/5,1273.57,1148.69,20460.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/8,1256.73,1150.86,20457.19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/9,1235.24,1126.4,20096.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/10,1230.26,1122.74,20046.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/11,1251.31,1130.88,20382.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015/6/12,1262.14,1114.45,20407.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/15,1264.39,1107.12,20387.79,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/16,1262.28,1094.35,20257.94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/17,1249.65,1091.9,20219.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/18,1230.55,1075.88,19990.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015/6/19,1238.08,1082.79,20174.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/22,1247.55,1106.43,20428.19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/23,1274.32,1129.26,20809.42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/24,1270.38,1103.17,20868.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/25,1253.71,1103.17,20771.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015/6/26,1252.94,1097.06,20706.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/29,1225.59,1067.04,20109.95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/6/30,1233.42,1076.28,20235.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015/7/1,1223.95,1059.84,20329.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/2,1225.9,1097.19,20522.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015/7/3,1230.26,1097.34,20539.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/6,1212.95,1077.23,20112.12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/7,1220.33,1073.16,20376.59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/8,1192.51,1041.92,19737.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/9,1187.56,1041.1,19855.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015/7/10,1191.61,1040.96,19779.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/13,1219.88,1052.78,20089.77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/14,1233.1,1069.22,20385.33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/15,1243.94,1085.79,20463.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/16,1267.84,1078.72,20600.12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015/7/17,1254.77,1080.76,20650.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/21,1259.43,1069.76,20841.97,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/22,1244.7,1063.11,20593.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/23,1244.53,1066.22,20683.95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015/7/24,1244.53,1058.63,20544.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/27,1230.39,1058.07,20350.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/28,1214.47,1046.25,20328.89,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/29,1219.73,1045.04,20302.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015/7/30,1227.39,1064.86,20522.83,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015/7/31,1240.93,1081.17,20585.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015/8/3,1232.97,1175.99,20548.11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/4,1221.09,1174.22,20520.36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/5,1192.35,1183.73,20614.06,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/6,1207.85,1218.78,20664.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015/8/7,1220.64,1200.98,20724.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/10,1224.53,1193.37,20808.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/11,1221.24,1193.92,20720.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/12,1200.94,1167.7,20392.77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/13,1194.02,1170.42,20595.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015/8/14,1194.61,1140.94,20519.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/17,1192.68,1143.79,20620.26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/18,1197.92,1147.19,20554.47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/19,1187.38,1133.33,20222.63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/20,1162.58,1105.75,20033.52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015/8/21,1127.71,1076.55,19435.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/24,1051.63,1006.32,18540.68,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/25,1011.18,964.477,17806.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/26,1040.49,997.49,18376.83,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/27,1056.45,1000.34,18574.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015/8/28,1104.54,1048.43,19136.32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/8/31,1081.39,1038.92,18890.48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015/9/1,1052.54,999.663,18165.69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/2,1054.78,993.96,18095.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/3,1080.33,998.71,18182.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015/9/4,1053.12,979.69,17792.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/7,1065.92,991.373,17860.47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/8,1060.07,983.093,17427.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/9,1126.36,1047.89,18770.51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/10,1078.84,1016.78,18299.62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015/9/11,1063.36,1010.54,18264.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/14,1053.57,993.007,17965.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/15,1076.76,1005.65,18026.48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/16,1097.18,1040.55,18171.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/17,1103.34,1046.94,18432.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015/9/18,1087.71,1032.13,18070.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/24,1067.55,1001.71,17571.83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2015/9/25,1081.86,1006.6,17880.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/28,1074.83,983.5,17645.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/29,1024.53,944.647,16930.84,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015/9/30,1062.92,961.493,17388.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015/10/1,1090.38,979.427,17722.42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015/10/2,1106.56,989.21,17725.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/5,1104.87,988.663,18005.49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/6,1100.61,998.99,18186.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/7,1120.88,1049.25,18322.98,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/8,1120.59,1045.72,18141.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015/10/9,1143.6,1088.09,18438.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/13,1115.56,1058.21,18234.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/14,1096.03,1032.4,17891,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/15,1105.63,1039.47,18096.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015/10/16,1128.34,1049.52,18291.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/19,1121.65,1036.2,18131.23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/20,1116.17,1037.84,18207.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/21,1138.57,1074.23,18554.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/22,1132.64,1061.21,18435.87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015/10/23,1146.95,1103.86,18825.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/26,1152.76,1110.37,18947.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/27,1146.95,1097.6,18777.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/28,1151.22,1100.6,18903.02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015/10/29,1137.05,1080.21,18935.71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015/10/30,1138.87,1098.69,19083.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015/11/2,1126.38,1073.7,18683.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/4,1136.89,1094.35,18926.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/5,1142.83,1074.79,19116.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015/11/6,1143.9,1083.48,19265.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/9,1162.66,1103.86,19642.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/10,1163.27,1098.96,19671.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/11,1158.56,1094.35,19691.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/12,1157.02,1093.25,19697.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015/11/13,1147.41,1086.47,19596.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/16,1130.03,1073.7,19393.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/17,1150.48,1081.04,19630.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/18,1158.71,1087.83,19649.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/19,1161.9,1106.3,19859.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015/11/20,1156.26,1096.52,19879.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/24,1164.34,1100.33,19924.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/25,1158.85,1088.91,19847.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/26,1172.11,1104.67,19944.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015/11/27,1169.52,1090.28,19883.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/30,1167.55,1087.28,19747.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/12/1,1183.55,1115,20012.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/2,1192.39,1111.18,19938.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/3,1193.47,1110.92,19939.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/4,1172.88,1084.02,19504.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/7,1174.72,1097.88,19698.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/8,1158.98,1086.47,19492.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/9,1167.07,1081.31,19301.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/10,1158.98,1056.57,19046.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/11,1171.83,1063.37,19230.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/14,1137.96,1045.44,18883.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/15,1116.78,1025.88,18565.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/16,1160.68,1071.79,19049.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/17,1174.57,1084.85,19353.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/18,1167.69,1064.74,18986.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/21,1155.65,1057.67,18916.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/22,1164.18,1054.14,18886.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/24,1149.7,1055.49,18789.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/25,1141,1048.16,18769.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/28,1141.16,1058.81,18873.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/29,1136.58,1061.27,18982.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/30,1141.78,1068.38,19033.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016/1/4,1118.74,1019.47,18450.98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/5,1101.82,1000.07,18374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/6,1080.03,993.513,18191.32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/7,1051.81,962.91,17767.34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/8,1046.62,956.897,17697.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/12,1030,957.17,17218.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/13,1060.19,985.31,17715.63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/14,1036.41,956.35,17240.95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/15,1030.61,954.437,17147.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/18,1028.03,931.76,16955.57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/19,1037.49,940.233,17048.37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/20,1002.4,905.803,16416.19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/21,974.659,863.993,16017.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/22,1040.22,915.637,16958.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/25,1040.53,914.817,17110.91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/26,1010.79,885.587,16708.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/27,1049.23,906.073,17163.92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/28,1049.51,888.583,17041.45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/29,1097.84,912.903,17518.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/2/1,1119.07,924.923,17865.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/2,1113.72,926.017,17750.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/3,1052.11,871.37,17191.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/4,1029.55,869.463,17044.99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/5,1010.17,851.963,16819.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/8,999.498,854.98,17004.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
