Date,Tesla,Nasdaq,GM,DJI,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2015/11/13,-2.700056354,-1.542432888,-2.227510676,-1.162478142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/16,3.435968348,1.151407908,2.50463032,1.378757269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/17,-0.144183996,0.028086394,0.120458156,0.037121754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/18,3.303496954,1.788600928,3.541634255,1.41604963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/19,0.330438323,-0.030737705,-0.874155645,-0.024863056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015/11/20,-0.8074824,0.616519895,0.549733723,0.513513132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/23,-1.026773844,-0.047797027,-0.706860568,-0.174654016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/24,0.229390977,0.006467443,0.37922623,0.109651834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/25,5.218556701,0.261228617,0.331409634,0.006736959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/27,0.858301817,0.222433319,0.090116347,-0.083644943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/11/30,-0.582875129,-0.367624115,-0.466241817,-0.441441943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015/12/1,3.00963474,0.932532342,0.167126798,0.950512192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/2,-2.192541438,-0.641737987,-1.464032013,-0.887001876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/3,0.310358205,-1.672580916,-0.735907875,-1.421401853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/4,-1.001031327,2.079193573,2.204183899,2.116758126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/7,0.325548386,-0.78681205,-0.334478486,-0.656221582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/8,-1.908013006,-0.069975166,-1.797958764,-0.9165557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/9,-0.970578311,-1.478353314,-0.078574002,-0.430897086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/10,1.13575628,0.450340144,0.502376243,0.471350251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/11,-4.425947946,-2.233083407,-3.030282323,-1.761276832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/14,0.718827758,0.39348689,-0.455938832,0.598255104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/15,1.148092232,0.870920777,0.429710176,0.900538331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/16,6.070166154,1.516807597,2.817114863,1.279207711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/17,-0.477804784,-1.352361308,-2.931205287,-1.426833714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/18,-1.255197856,-1.588589819,-1.29391324,-2.099299033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/21,0.911221036,0.931124418,0.477267198,0.718507988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/22,-1.122291022,0.647826892,1.347376817,0.96019968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/23,-0.108936725,0.896201043,1.430298005,1.064116248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/24,0.378755722,0.050733958,-0.510223522,-0.286548415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015/12/28,-0.702608107,-0.148559272,-0.26007576,-0.1361655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/29,3.599483729,1.328112137,-0.024085703,1.099423959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/30,0.379441841,-0.824011245,-0.493701293,-0.660855099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/31,0.806416048,-1.153606996,-0.93616006,-1.015912978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016/1/4,-6.9165724,-2.083312531,-2.062863498,-1.584444905,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/5,0.008728347,-0.237809218,-2.639040586,0.056679888,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/6,-1.964378025,-1.138112985,-3.571999034,-1.469520347,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/7,-1.547658995,-3.025997982,-4.092238115,-2.321058574,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/8,-2.156266737,-0.976664541,-1.539165991,-1.015193077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/11,-1.492887458,-0.121456705,2.432547097,0.318845988,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/12,1.019723311,1.033421806,0.174434581,0.717440606,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/13,-4.600657237,-3.411496568,0.617409108,-2.208798381,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/14,2.930208177,1.965064537,-0.613620559,1.409412553,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/15,-0.576924476,-2.742795233,-2.414375733,-2.387012678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/19,-0.131713742,-0.255546495,-0.567501283,0.174755193,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/20,-2.940357562,-0.117490702,0.069242714,-1.556441613,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/21,0.638649626,0.008274277,0.431955715,0.735345417,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/22,1.290196755,2.663649414,-0.916862691,1.327420813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/25,-3.051106026,-1.583253107,-0.155938842,-1.294248427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/26,-1.430721166,1.086203577,1.43201533,1.775298044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/27,-2.83632982,-2.176211859,-1.488583733,-1.377910749,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016/1/28,0.866964428,0.859412243,-0.648723997,0.785100279,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016/1/29,0.743276902,2.382743417,2.132393536,2.46838137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016/2/1,3.050067893,0.13914325,1.589985368,-0.103969926,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/2,-7.190025363,-2.238348877,-1.525092818,-1.797293239,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/3,-5.088097954,-0.281384563,-2.467295035,1.133621485,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/4,1.06698486,0.118110935,-0.970562385,0.489206484,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/5,-7.260858778,-3.246879962,-0.343236434,-1.289001729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/8,-8.960608856,-1.819561142,0.483283457,-1.097934769,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/9,0.148550919,-0.34992705,-2.818546117,-0.07905385,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/10,-3.089343369,0.347407678,-0.576600564,-0.622190806,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/11,4.732720819,-0.391027152,-2.921459686,-1.599523461,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/12,0.378814311,1.656260839,3.009377435,2.002914398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/16,2.73504613,2.269735401,3.137525976,1.393340612,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/17,8.705907373,2.211471699,2.408963113,1.589364557,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/18,-1.132028492,-1.026012007,-0.811264684,-0.245535538,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/19,-0.114229178,0.376375475,-0.863546391,-0.130624738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/22,6.699503841,1.469220301,2.954349482,1.395010612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/23,-0.297907893,-1.466543853,-0.849731664,-1.136416965,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/24,1.009818859,0.86664387,-1.824742691,0.323823712,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/25,4.709510362,0.871745538,2.286776376,1.287838209,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2016/2/26,1.552583771,0.180262362,0.434880255,-0.34328924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/2/29,0.835349468,-0.708424192,-0.635469182,-0.742008549,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016/3/1,-2.907317531,2.888359899,1.926783062,2.110495565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/2,1.068154194,0.294694643,0.471285316,0.203023051,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/3,3.928798981,0.0850445,3.046987374,0.263797597,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/4,2.708191244,0.203933365,0.972835064,0.371047988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/7,2.113753199,-0.185922468,0.703492502,0.39501916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/8,-1.31009791,-1.262252429,-2.892692767,-0.643377777,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/9,3.020723049,0.549816943,0.793604046,0.213745498,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/10,-1.696048064,-0.261425045,0.919036006,-0.030764054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/11,1.130224363,1.851287815,1.426029084,1.28377953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/14,3.686755872,0.038117541,-0.250442461,0.091905624,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/15,1.48292234,-0.454920552,-0.417434571,0.130012369,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/16,1.643995603,0.746510118,2.063735952,0.430280677,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/17,2.005366569,0.231319677,0.84807166,0.898835029,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/18,2.809435462,0.432671063,0,0.691073816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/21,2.397525135,0.275666489,0.377845943,0.122540804,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/22,-1.711983887,0.265966849,-0.561112286,-0.234341266,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/23,-4.97758709,-1.095058548,-1.848730094,-0.454882307,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/24,2.322305862,0.097297887,-1.115995942,0.075074603,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/3/28,1.102527119,-0.140567718,0.190980495,0.112241968,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/29,-0.05667494,1.674711913,0.546152578,0.557273035,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/30,-1.407899883,0.467748658,-0.637785754,0.473824527,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016/3/31,1.269337564,0.01150065,1.421195078,-0.178193858,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2016/4/1,3.403185794,0.917687403,-3.05200483,0.608761392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/4,3.956614244,-0.462708616,-1.873311365,-0.313329868,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/5,3.433134945,-0.978576393,-1.005864893,-0.753678751,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/6,3.895181225,1.585283024,1.147919195,0.640390563,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/7,-3.09697254,-1.470313287,-1.736511242,-0.982668258,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/8,-2.772545154,0.047851133,-0.173080345,0.199521604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/11,-0.059983325,-0.356444135,0.552548854,-0.116914415,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/12,-0.840270567,0.800471718,0.609942793,0.938916327,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/13,2.708019345,1.546153704,3.595425533,1.055399591,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/14,-1.0489902,-0.03092521,-0.19635658,0.101349767,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/15,1.051772708,-0.155078257,-0.516643752,-0.16160496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/18,-0.247534964,0.441454613,2.453371537,0.596173982,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/19,-2.564208611,-0.396974206,2.106599081,0.274603203,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/20,1.051463499,0.15788419,0.689200907,0.236351753,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/21,-0.672079305,-0.014955145,1.464321485,-0.628582575,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/22,2.199037015,-0.831953818,-1.472329172,0.118059093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/25,-0.760786678,-0.242141114,-0.720916562,-0.147247101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/26,0.762449369,-0.123407603,0.75594234,0.072758666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/27,-0.894419485,-0.514901878,-0.092028281,0.284764251,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016/4/28,-1.495404033,-1.189560654,0.869340041,-1.168358594,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016/4/29,-2.805498365,-0.622855228,-1.975281476,-0.320345291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/5/2,0.43175687,0.884331234,-0.152646623,0.661203895,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/3,-3.920595533,-1.128572585,-1.585380476,-0.783906689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/4,-4.201317149,-0.788962089,-2.107407337,-0.56137967,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/5,-4.955753405,-0.180927874,-0.166465715,0.053537255,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/6,1.607573394,0.404274669,1.384592609,0.452529938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/9,-2.796485376,0.296653829,-0.585238015,-0.195708946,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/10,-0.109850661,1.256154991,1.854564711,1.256303686,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/11,0.129378194,-1.022686637,-0.861444114,-1.211656399,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/12,-0.842743006,-0.529545087,0.320011024,0.052961078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/13,0.198359552,-0.375885866,-2.119224503,-1.045004373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/16,0.327295585,1.22475454,0.500539913,1.000209862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/17,-1.742762495,-1.250769559,-0.135372585,-1.020455984,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/18,3.180885371,0.495999559,0.386859216,-0.019167164,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/19,1.912913766,-0.56107463,-1.390576273,-0.520465441,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/20,2.355843957,1.210177972,0.824374166,0.375901901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/23,-1.842658986,-0.079252594,0.057985453,-0.04576897,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/24,0.781147024,1.999253008,1.506359146,1.218320773,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/25,0.766832102,0.695938746,1.937290935,0.821527105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/26,2.522765,0.140554742,-1.144944914,-0.13007303,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016/5/27,-0.924173774,0.647317194,0.321681566,0.252015196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/5/31,0.08541088,0.294922469,-0.347181425,-0.481278695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016/6/1,-1.644268244,0.084881923,-3.388444526,0.01388639,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/2,-0.273274443,0.385885204,0.140937114,0.274822411,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/3,0.013701164,-0.580122944,-2.191278914,-0.17658376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/6,0.77195482,0.529891634,1.319946302,0.63609602,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/7,5.283442088,-0.140076599,0.794186019,0.100165566,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/8,1.368686771,0.259787373,-0.940633806,0.372220748,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/9,-2.61507009,-0.322033353,-0.704029496,-0.110302387,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/10,-4.60868371,-1.292093365,-1.027520586,-0.666381617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/13,-0.420266009,-0.942068219,0.07640871,-0.743674624,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/14,-1.340475191,-0.100857183,-0.86490024,-0.325166023,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/15,1.279134682,-0.177968639,0.110023553,-0.1960416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/16,0.106109568,0.206621399,0.555211827,0.526808982,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/17,-1.12467048,-0.920139032,0.721352354,-0.326733622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/20,1.95888704,0.768070595,1.44000836,0.733854743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/21,-0.040964859,0.135408634,-0.477414907,0.139624721,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/22,-10.45032,-0.215535039,-0.641729964,-0.274261024,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/23,-0.132716026,1.587314724,1.703234182,1.294877686,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/6/24,-1.654281197,-4.128072276,-4.929974196,-3.388582688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/27,2.795747358,-2.39858944,-2.962029827,-1.497119377,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/28,1.631826664,2.120606646,0.833571761,1.57220669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/29,4.147866228,1.862370441,1.551296983,1.636786806,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016/6/30,1.008514921,1.326986452,0.464994078,1.32983473,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016/7/1,1.987704918,0.410930334,2.078429907,0.108087065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/5,-1.163974975,-0.815823731,-2.489528689,-0.605870847,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/6,0.215207532,0.751829812,0.821976079,0.437204537,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/7,0.699496363,0.363231505,1.190028086,-0.126907094,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/8,0.388996944,1.639391323,3.210484148,1.401775157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/11,3.690146692,0.643162066,1.577488217,0.441897553,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/12,-0.057389575,0.685156676,1.564297216,0.662426421,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/13,-0.94413322,-0.340247112,0.095207018,0.133259427,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/14,-0.448929243,0.56595142,0.416518047,0.730944496,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/15,-0.524081334,-0.088795128,0.038194325,0.054791826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/18,2.668245833,0.520718389,0.323000622,0.089109472,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/19,-0.437570028,-0.383917022,1.238368885,0.140074084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/20,1.376412538,1.06346436,0.767614343,0.194083628,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/21,-3.441933789,-0.314935569,1.711923779,-0.418391366,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/22,0.802721088,0.517550602,0.408949202,0.289568148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/25,3.482251316,-0.049606287,-0.312676931,-0.418882281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/26,-0.217164471,0.243642634,0.284343866,-0.104417549,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/27,-0.444424111,0.582381777,-0.411056507,-0.008552676,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016/7/28,0.927609682,0.295147097,-3.218007044,-0.085642347,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016/7/29,1.812800833,0.138700829,1.777936154,-0.130632547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/8/1,-2.036070454,0.427536695,-0.760580902,-0.15044292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/2,-1.221468632,-0.896377455,-4.378896324,-0.493031328,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/3,-0.7130266,0.428399313,1.035836244,0.225131144,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/4,2.229581014,0.126169148,0.332544705,-0.016071915,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/5,-0.251723689,1.062085652,1.514723249,1.043371177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/8,-1.68239291,-0.15284077,0.262036716,-0.076792283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/9,1.291345267,0.229995742,0.613625297,0.020292197,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/10,-1.497511786,-0.39329165,0.583037466,-0.201747689,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/11,-0.327720646,0.457673818,1.59462294,0.637230572,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/12,0.311457916,0.085877133,-0.563899342,-0.199048863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/15,-0.009308077,0.556671361,0.918742116,0.320728319,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/16,-0.877700425,-0.663433434,-0.473440853,-0.450900271,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/17,-0.165019823,0.029653097,0.44272049,0.11815425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/18,0.120945796,0.219750376,-0.94387294,0.127921163,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/19,0.666411645,-0.033777659,0.885842164,-0.242664415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/22,-0.92,0.118738999,0.132503128,-0.124780556,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/23,0.856546898,0.295160737,0.09178167,0.096495195,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/24,-0.987370991,-0.805881279,-0.374155297,-0.354876451,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/25,-0.745217737,-0.105218976,-0.757774582,-0.178935886,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016/8/26,-0.439218774,0.128928284,-0.029797489,-0.287341836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/29,-2.177144416,0.256949714,0.882641142,0.584874479,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/30,-1.794140813,-0.178505561,-0.437644035,-0.263146659,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016/8/31,0.317262036,-0.187057605,0.786770679,-0.28947183,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016/9/1,-5.301400877,0.268356217,-0.377248771,0.100103908,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/2,-1.489760697,0.434074774,1.140095833,0.394477532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/6,2.548292417,0.473913789,-0.131134367,0.249621998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/7,-0.551722098,0.17346695,0.469631244,-0.064623597,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/8,-2.152200912,-0.462723768,-0.557719611,-0.2495393,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/9,-1.463826165,-2.539604676,-3.877975384,-2.134534205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/12,1.969193271,1.677360703,2.293908175,1.324932473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/13,-1.134644478,-1.086745883,-0.76734627,-1.409653551,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/14,0.183626626,0.359245429,-0.746641053,-0.177010254,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/15,1.939819765,1.467401914,1.335918983,0.985374363,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/16,2.586904405,-0.097529568,-0.482707939,-0.48691886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/19,0.457888164,-0.181902425,2.425246554,-0.020028912,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/20,-0.823640593,0.120725192,-0.222143336,0.054028191,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/21,0.282935196,1.02702548,1.449530516,0.903145953,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/22,0.589856227,0.837365302,0.878188812,0.539857984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016/9/23,0.494114228,-0.632453854,-0.834704198,-0.712302759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/26,0.742588576,-0.90957923,-1.004004453,-0.912413855,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/27,-1.521600264,0.917167698,-0.62501369,0.737614004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/28,0.223020691,0.242003426,0.947090763,0.608614078,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016/9/29,-2.700108353,-0.928824586,-1.31159473,-1.067601493,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
